rat,date,experiment,channel,trial,side,correct?,first 30 seconds power,total_power_pre_door,total_power_post_door,total_power_pre_odor,total_power_post_odor,beta_power_pre_door,beta_power_post_door,beta_power_pre_odor,beta_power_post_odor,gamma_power_pre_door,gamma_power_post_door,gamma_power_pre_odor,gamma_power_post_odor,theta_power_pre_door,theta_power_post_door,theta_power_pre_odor,theta_power_post_odor
dk1,20230529,nocontext,LFP1_vHp,4,nc,1,0.0825176839369697,1.5128465966222429,0.5361281237131303,0.8507488353267908,0.21530354396276666,0.1805932149827539,0.3883198424514977,0.4529576518265239,0.09706280005468457,0.1525025768021182,0.03980563972721249,0.12578625607851693,0.029639842111351844,0.4438721696872852,0.05577059111473007,0.10196547021081584,0.04755121748534026
dk1,20230529,nocontext,LFP1_vHp,5,nc,1,0.0825176839369697,0.7625787828921257,0.3723736764475408,0.7646382446828317,0.2820689609083941,0.07535560460411966,0.17567595022445645,0.16884673183825413,0.14687279703005013,0.027705746020233322,0.03786585706005408,0.033288641619936006,0.04150591546280768,0.32421085693033636,0.16003313571509276,0.31016714662021455,0.0524062593185763
dk1,20230529,nocontext,LFP1_vHp,6,nc,1,0.0825176839369697,1.500476523525619,0.41781897157536413,1.544424249208751,0.4825952970421658,0.220071467122804,0.31065528952973,0.2645203960075886,0.39038572707879937,0.31964752049165346,0.027857085159129397,0.3176147210962533,0.030811716959226743,0.4186270244519421,0.048686174596648264,0.41984054423461314,0.03542997972834454
dk1,20230529,nocontext,LFP1_vHp,7,nc,0,0.0825176839369697,2.045942839602244,0.5407145861342892,2.254212723856616,0.22557879142642975,0.7664332698598023,0.28990849068665003,0.9663521068603222,0.11721098463619672,0.39271592133656724,0.051523429394844285,0.39930291768794657,0.03725338086097608,0.4691728753763638,0.24858790387403748,0.5962806146799374,0.043887126949587935
dk1,20230529,nocontext,LFP1_vHp,8,nc,1,0.0825176839369697,1.3677420728355485,0.31164616517797755,1.046041749337699,0.23746550242173892,0.11249362696471973,0.18699433795005158,0.21518465781906096,0.12016586184271504,0.056447348510373446,0.02696481506108078,0.05613681994577115,0.036771925817213516,0.6667219426071638,0.05559688180441747,0.40240610379235814,0.048750604729848754
dk1,20230529,nocontext,LFP1_vHp,9,nc,1,0.0825176839369697,2.518270540036381,0.29404312005502437,2.366336571008552,0.2169845867347635,0.811693501506757,0.18261835663016485,0.8300910439699952,0.12017937859534365,0.560707304712295,0.030496555658740043,0.5547243010938284,0.02431498143411894,0.6908983963173382,0.04703565365386214,0.5692959697510305,0.04164787727441138
dk1,20230529,nocontext,LFP2_AON,0,nc,1,0.1288728439977447,0.5052891787460961,0.3692669079165123,0.6058348062512048,0.10012762842439324,0.09374665617756577,0.08740260569554598,0.10989086519637975,0.030717601643569296,0.011810782094689535,0.009838989307710906,0.012622735301535763,0.003973684629276924,0.20374792350837514,0.17485911887612973,0.278016633116378,0.040745275852531605
dk1,20230529,nocontext,LFP2_AON,1,nc,0,0.1288728439977447,3.731385964695931,1.041194767190948,3.940690734960882,0.8912724582865862,0.20203788976950887,0.21608383874314485,0.2938492307970813,0.1485997817346627,0.029767958452147497,0.13960619646510772,0.15414001853822065,0.10842845006041055,1.6841405762080337,0.34927487999905116,1.5667587553216635,0.3882528542359922
dk1,20230529,nocontext,LFP2_AON,2,nc,1,0.1288728439977447,4.1689193155151205,0.5440603651247867,3.6982439472762567,0.5287945053693441,0.5186515739244747,0.1541781017792909,0.4039258370004592,0.13725519685452106,0.16532550855098463,0.006080723021884584,0.04969740910835045,0.005782494371560808,2.4760041281720517,0.22256598488588797,2.313840910634,0.21304247049175049
dk1,20230529,nocontext,LFP2_AON,3,nc,0,0.1288728439977447,4.225602648267,0.9403397831332563,3.8816444596335673,0.9619094890173094,0.21212162377702298,0.10376179829976098,0.15772215569300732,0.17849939618678476,0.05352688073326275,0.004982739147020417,0.0530629885571228,0.0041688555837885305,1.901996708824761,0.5153985444502311,1.7927881656990017,0.5001408915057902
dk1,20230529,nocontext,LFP2_AON,4,nc,1,0.1288728439977447,3.9009965286514428,0.14759771722778814,0.2055565641929055,0.17378421571677966,0.3302363755447848,0.0649642743878269,0.0806836002239294,0.0772982273368065,0.0646675446181712,0.006773858072888561,0.00872440858480397,0.016038311522176434,1.736843705468822,0.05437682420556414,0.06551769592080077,0.056747442670126644
dk1,20230529,nocontext,LFP2_AON,5,nc,1,0.1288728439977447,5.9625606293206,1.3099189839866423,6.485890400700888,0.7853253626972893,0.5935093694691325,0.15326533173307663,0.6525731423166108,0.35225462624715936,0.04694200060958693,0.034159438124707016,0.06893789641639347,0.00974659797366959,2.753038957355654,0.504869881273822,2.7542266033679033,0.2979100050396955
dk1,20230529,nocontext,LFP2_AON,6,nc,1,0.1288728439977447,6.20259212697987,0.46065709310012504,6.331478967912907,0.3999147514457657,0.4997127819667808,0.13632303877767046,0.5537352088191821,0.11647628285828521,0.19608230405979463,0.011082613826634674,0.20053942560812657,0.007968362393114888,2.8393668649678427,0.21428186462830387,2.8884221720454732,0.18471549520267047
dk1,20230529,nocontext,LFP2_AON,7,nc,0,0.1288728439977447,1.3784280944666207,0.2601479136960153,1.2495903954271168,0.24310337680759356,0.30268410865629203,0.10988402029951837,0.3494118672541482,0.08413720579512096,0.17627975191900222,0.01514603594174854,0.18017059383556475,0.008805436293915126,0.24087157727712322,0.10099050897724808,0.17872743658512802,0.08602838820799295
dk1,20230529,nocontext,LFP2_AON,8,nc,1,0.1288728439977447,14.570078548531688,0.5147924081124209,1.0624756265452069,0.4376917478343109,1.0933669340955554,0.10187761582031607,0.19522315213781755,0.08953902233646355,0.19156431651385858,0.015715174562767085,0.07895958812255378,0.008782730040815234,8.135019261284151,0.2534077000205195,0.29655473288507433,0.21326204821865033
dk1,20230529,nocontext,LFP2_AON,9,nc,1,0.1288728439977447,0.4597757992787569,0.2122690845616732,0.31508785886058355,1.5492730114199438,0.0868194838937292,0.05634907693578399,0.0751192063858083,0.7672944969966736,0.021117556276916614,0.006556901083034132,0.012384837889823683,0.2565542666265928,0.24923712601086193,0.10350989681239116,0.15373219191942405,0.3335471170109074
dk1,20230529,nocontext,LFP2_vHp,0,nc,1,0.09716996765928652,0.19159031712570185,0.18118595692113415,0.20597689591166737,0.16082752480172394,0.04664248297315974,0.05561320094192072,0.05523321726688144,0.0750071800883989,0.029994056788242525,0.03249041683414308,0.034289704454556716,0.02653277181457143,0.06941391254934542,0.06960541637107254,0.06712261737887497,0.042313078595637876
dk1,20230529,nocontext,LFP2_vHp,1,nc,0,0.09716996765928652,0.5316686580634024,0.5709064127188295,0.8431140815665545,0.2176776377363553,0.07816364564313051,0.13539834491330713,0.13534451304832132,0.08363556132692236,0.039665396598058476,0.0924981092570323,0.09202507130370628,0.02690868760463408,0.1860139551886457,0.19283433671796946,0.28147338917582143,0.07354621256146272
dk1,20230529,nocontext,LFP2_vHp,2,nc,1,0.09716996765928652,0.24889246029060244,0.19927821520822295,0.22313947140900478,0.20483609759752808,0.04626962883038966,0.0889833179972805,0.045848997868861464,0.0936735783132845,0.03870238659704738,0.039258903919827684,0.030611153104114833,0.04243228207123846,0.12179083168035919,0.04272651675852728,0.10536997068130137,0.04519136711645039
dk1,20230529,nocontext,LFP2_vHp,3,nc,0,0.09716996765928652,0.48522082553265333,0.49044384638860844,0.5729512476725536,0.3844474629122218,0.06373886327873227,0.34499373946452727,0.19533092996828447,0.24571337968159462,0.031394322154565814,0.041815069225148806,0.041468414594410766,0.03941159261801437,0.24508625203812925,0.07203391211588683,0.1905003123156634,0.06721239990133969
dk1,20230529,nocontext,LFP2_vHp,4,nc,1,0.09716996765928652,1.0567698699222823,0.5258651730931735,0.7587076656198724,0.21024059767998077,0.14272752593842006,0.3815988170197213,0.4306758342500465,0.10472131625887528,0.09993721572364521,0.04603649606127347,0.10765946179086829,0.028629246578057408,0.3301102601246926,0.04799056278128162,0.09668193486119904,0.03986004419134692
dk1,20230529,nocontext,LFP2_vHp,5,nc,1,0.09716996765928652,0.5333188525065695,0.36140337489959534,0.5764693362184689,0.2662078152755461,0.07898622565062796,0.1707838141271642,0.1703360392919724,0.14388734908934744,0.03295200279931652,0.04128919940684419,0.03844891906572937,0.04604228669394188,0.23966921304728095,0.143557186195323,0.248976806101834,0.0392972416162622
dk1,20230529,nocontext,LFP2_vHp,6,nc,1,0.09716996765928652,0.744106599029762,0.40325643800801114,0.7881761656749936,0.46897655594559906,0.14166781317836644,0.30569377778990175,0.1854634104042304,0.3823665553743439,0.045979832204367264,0.031992617146772685,0.04487277275958492,0.034791085786597266,0.26826389696104097,0.0383621845943718,0.26887712389036234,0.02863182136363364
dk1,20230529,nocontext,LFP2_vHp,7,nc,0,0.09716996765928652,1.8818292111527986,0.515685654455201,2.1333705559155747,0.2299531903999317,0.713658903242126,0.279356978807724,0.9126938662614449,0.11894760891253338,0.4049057279293306,0.05662783236866824,0.425847532797999,0.04275282185331215,0.4107026423270636,0.23202866732219926,0.5427989488264642,0.04076283978054709
dk1,20230529,nocontext,LFP2_vHp,8,nc,1,0.09716996765928652,1.00551900772384,0.2806711044913994,0.9857309072793613,0.23937083558657504,0.09325218566140668,0.17685059952960686,0.20993532617362362,0.11974314427684675,0.05337885981492127,0.03114493475275347,0.05593795426686292,0.0409971738492902,0.519998504648378,0.03819551881697556,0.39298248774944305,0.043221617031995625
dk1,20230529,nocontext,LFP2_vHp,9,nc,1,0.09716996765928652,1.8765199821946263,0.2830861974588738,1.7446054600192131,0.21265893839708355,0.5498490114824953,0.1819309004626415,0.5777879069586138,0.12007659734187077,0.44616464820103385,0.03516307011986774,0.44465797341733027,0.030203285834329748,0.5060702137860469,0.03620353115635564,0.39701381509516676,0.032916559578649446
dk1,20230529,nocontext,LFP3_AON,0,nc,1,0.06805040035619618,0.14770675636421013,0.06829685698834018,0.13725639318439206,0.08033470369514004,0.026816576961274933,0.014273816380010323,0.022142995813924492,0.020940674661017653,0.030604911873757978,0.0177423052253079,0.02381200761299855,0.016920283147061017,0.04315039117448119,0.017927548120875894,0.0450951349888397,0.024596570079624847
dk1,20230529,nocontext,LFP3_AON,1,nc,0,0.06805040035619618,0.48603546991628527,0.5448284159440953,0.9169921535652844,0.1182656030286669,0.04418001299055274,0.17217475994887413,0.1770357613218443,0.050643975264014915,0.030515372816828115,0.07894815372116458,0.08853485826651734,0.030895455072002136,0.1784196536512842,0.1292907532213422,0.28229866799849274,0.01431910663165067
dk1,20230529,nocontext,LFP3_AON,2,nc,1,0.06805040035619618,0.16332766422357206,0.19169285485578694,0.17959356833479945,0.1986653106584222,0.020588999626379816,0.10615660172986623,0.039900196205689714,0.11423734007060408,0.027640286243263458,0.03403855505570067,0.028985726187029878,0.039004674404411105,0.06775140732402274,0.014677740051472526,0.0613235390437283,0.011332716657370945
dk1,20230529,nocontext,LFP3_AON,3,nc,0,0.06805040035619618,0.3667503584435986,0.4769548375082162,0.5361272969154388,0.36063534613947723,0.033579552498456545,0.38085376665774184,0.1865508595646312,0.26744929494224307,0.038132446130781567,0.0346528700813341,0.043192676911467415,0.044034269121671396,0.12037130691452733,0.02950024808791779,0.12796824744345098,0.012086526258175277
dk1,20230529,nocontext,LFP3_AON,4,nc,1,0.06805040035619618,1.1983324589578392,0.5097306356141467,0.8510568251583552,0.18033740564186773,0.19055879110349055,0.41385447667941333,0.5035896231471897,0.10617460030156417,0.1493281450810902,0.042305572721326526,0.15340711647974734,0.031270356301621276,0.3224638154743543,0.015036426634816401,0.0537140320234273,0.014342209899077661
dk1,20230529,nocontext,LFP3_AON,5,nc,1,0.06805040035619618,0.601585749500476,0.24893314497367516,0.5991847652977829,0.20143923670203331,0.09762579357176673,0.15003071994137485,0.19933115877366692,0.11131350185197748,0.04098541097268702,0.0359945198270637,0.04694195778036622,0.03625184304031924,0.22674329169420804,0.06151067961668622,0.19664592697332084,0.019854463771220084
dk1,20230529,nocontext,LFP3_AON,6,nc,1,0.06805040035619618,3.1545763070015758,0.3836147646015978,3.2267454536410405,0.4209900341421491,0.6883365201211731,0.29631800702590616,0.7551016982653569,0.3121853132146049,0.8743044506865162,0.04175719026530234,0.8747227382174962,0.0608457400840269,0.7249456417277086,0.013948958374485078,0.7220660928396075,0.011989051022369992
dk1,20230529,nocontext,LFP3_AON,7,nc,0,0.06805040035619618,2.1314378749286518,0.49328487362009027,2.46819251886554,0.1648755847906192,0.9217191311145553,0.3271644358014785,1.1756661963705242,0.09319561039245461,0.5398190870526395,0.05563081212676363,0.5639278086576445,0.03674834780318223,0.26812068977548786,0.18498520690754322,0.4275051819245492,0.011661498157896683
dk1,20230529,nocontext,LFP3_AON,8,nc,1,0.06805040035619618,1.1145951446446154,0.3085396118026798,1.0036434319846246,0.23778534801527496,0.10136988531749344,0.21028427902607938,0.2524700688345359,0.13043513207885946,0.07420816188214692,0.03984415062702513,0.08046179302036612,0.05530371372336114,0.45502385574399395,0.027331360478337,0.32371307869691746,0.011480988045400263
dk1,20230529,nocontext,LFP3_AON,9,nc,1,0.06805040035619618,2.9547977021060894,0.35585312224195276,2.9507479010286124,0.22454810828074784,1.2106358457714606,0.2779224354496619,1.3329151584209964,0.13339198983883369,0.43317617508455986,0.034610618695010316,0.42247388135164227,0.03816001590663662,0.8667209632534368,0.01073965176165416,0.7644047660503975,0.009523133411151349
dk1,20230529,nocontext,LFP4_AON,0,nc,1,0.06399201423811911,0.19260656535932857,0.09533597292160408,0.19045097984549064,0.09619104285450265,0.022068884233288295,0.020706144110934025,0.026756555562110044,0.017563916315939877,0.014188026777084452,0.013789816954977722,0.013886051118111246,0.010803802567391977,0.09785611549288288,0.037864794048093287,0.09086137412324974,0.047954628028248326
dk1,20230529,nocontext,LFP4_AON,1,nc,0,0.06399201423811911,0.813176281023067,0.4684827319072684,1.154292466553422,0.1145731516715027,0.04653425351788124,0.11651602151087764,0.14165722087960655,0.03220443978431108,0.020188712262193362,0.04658102217930736,0.05609816558066258,0.012577068993083688,0.3423782030027788,0.1298543036660823,0.4152698491495045,0.040841506268590365
dk1,20230529,nocontext,LFP4_AON,2,nc,1,0.06399201423811911,0.2608874899893835,0.11675643550785024,0.21813124739202203,0.11415889233077073,0.026231913324036214,0.05305938950465928,0.03482706026615367,0.050878216773322854,0.02478233346815795,0.009860564402034111,0.019441749746578224,0.011303227921763092,0.15185399570398314,0.019522576471998537,0.10504741437104566,0.020275175694254886
dk1,20230529,nocontext,LFP4_AON,3,nc,0,0.06399201423811911,0.4811947548047022,0.2448983352646724,0.5297178536015982,0.17362106293237786,0.024242481444516996,0.12137219472872451,0.07032678080383854,0.08202848323224987,0.021411890903715553,0.013511762036373496,0.024658782454431646,0.014414985554234669,0.16174620298966255,0.06374082930951086,0.1651569305829616,0.042139949155949936
dk1,20230529,nocontext,LFP4_AON,4,nc,1,0.06399201423811911,1.621762471905264,0.18019753832976976,0.7298433103048051,0.07844268442096333,0.20483681611411023,0.10990243312850098,0.25566082627481324,0.03193952506598881,0.22933274137516252,0.01709599107113611,0.21393374552725838,0.014052641080689108,0.36589618724156553,0.022334256254865924,0.06438684730259334,0.014249808613208514
dk1,20230529,nocontext,LFP4_AON,5,nc,1,0.06399201423811911,0.9477999419881826,0.1916941489524188,0.9008180932904052,0.10371648133972076,0.13178320324131934,0.07028329818888535,0.17850263587752477,0.038711080472225656,0.10988762055554244,0.017687906485254666,0.11425819061763182,0.012397300799238457,0.22710095934436056,0.10583048594611652,0.21341715363849162,0.02896587516346715
dk1,20230529,nocontext,LFP4_AON,6,nc,1,0.06399201423811911,1.586728225558982,0.14836332919241368,1.6095446051189863,0.14005877534014471,0.2578045623890748,0.09155616643784364,0.28661634620675364,0.0833638518152556,0.22007705254745435,0.0151343095807856,0.21912390160475984,0.020347726344612866,0.48164259016621896,0.023466536811319466,0.47321921236527326,0.01977679018482286
dk1,20230529,nocontext,LFP4_AON,7,nc,0,0.06399201423811911,2.14404588461497,0.26771564596398717,2.3068777142395476,0.09052085201500179,0.9089669189147935,0.11528951220865713,0.9991064534494357,0.033798855987960806,0.5110560002572729,0.02700004534590596,0.526218853072632,0.01405379703453984,0.3054883971323982,0.22208752440870955,0.4908289081606536,0.01900834107436222
dk1,20230529,nocontext,LFP4_AON,8,nc,1,0.06399201423811911,1.7394462716006507,0.15887845845058307,1.0324887714701678,0.10238828869424499,0.17660857337464914,0.07586220421723587,0.12763326402833192,0.04968629325230151,0.22472726824623598,0.013412129860579386,0.10048130064362296,0.015630196873644184,0.681164030550351,0.038475464543164764,0.3991990343721592,0.016090650854786635
dk1,20230529,nocontext,LFP4_AON,9,nc,1,0.06399201423811911,3.6099168655337963,0.13672247200644236,3.464040172526816,0.09117994191714346,1.6161856632303526,0.07619359397131256,1.6002623484201792,0.043193779591979654,0.46428073870394254,0.01574884653341169,0.4465628228050588,0.013677261754947238,1.0612533261009043,0.022483067399957955,0.9595554714675942,0.014176857405729411
dk5,20230529,nocontext,LFP1_AON,0,nc,1,0.05522686233360087,1.942013890589415,2.1924579195011757,1.3223555282107045,0.012833906108796471,0.27201616066905765,0.8311315312730946,0.16666688993609594,0.00449528754596304,0.05337185144427255,0.5115700045728473,0.05503025355825591,0.0008060546181297903,0.7459259588857778,0.29403394425217094,0.5155398242781535,0.010459304888894856
dk5,20230529,nocontext,LFP1_AON,1,nc,1,0.05522686233360087,3.0413176029428595,0.21220440559393092,0.20293002784822692,1.9878202643762555,0.29564610012833015,0.02148115232835947,0.02437791645292472,0.36825723158234525,0.0322346842248246,0.003344665950632683,0.004992066796060931,0.012309965301699933,1.9118830680849626,0.07536801276618581,0.06300618855421411,1.1624361868067121
dk5,20230529,nocontext,LFP1_AON,2,nc,1,0.05522686233360087,0.8100695956791443,0.05572813875629861,0.09177487734570655,2.3890994262160445,0.34367866467216673,0.002088592443013642,0.012325432441963104,1.1354818527484836,0.06972744184441698,0.0005696277078769176,0.00376302399891166,0.11520245263025387,0.25177060305290416,0.038701828128693334,0.06107011270782542,0.8022068034082925
dk5,20230529,nocontext,LFP1_AON,3,nc,1,0.05522686233360087,0.25654702509815747,0.04927470955235962,0.04861080522745019,0.06727788393921155,0.15383899977401005,0.005593144359991607,0.006522878444309365,0.02735216109818462,0.02890428948624466,0.001127012251227677,0.0010828532989530714,0.0006640117370810427,0.3969454135971943,0.025611694249717088,0.026510694691037718,0.020106812633909583
dk5,20230529,nocontext,LFP1_AON,4,nc,1,0.05522686233360087,1.3416645860839067,2.7736400894883815,0.012467809489497817,4.138847612142498,0.6427209457857821,0.7061435549930553,0.0011417094926208598,1.6997281531159196,0.5094708413779149,0.00828481564363315,0.0005718591025528616,0.2387264462214384,0.41884202305122514,1.1567282944981039,0.0033443259347627216,1.1951825652060886
dk5,20230529,nocontext,LFP1_AON,5,nc,1,0.05522686233360087,4.154422201313564,0.1835176242087631,1.9876975871634006,0.13213443522400162,2.1350510567031296,0.028963850269927795,0.8531563906617803,0.04185865939394537,0.38894135095404114,0.0013395986241407799,0.13860724555344728,0.0007803378781914658,1.0471059839938635,0.09780419744204784,0.6559667821825527,0.05206401579169966
dk5,20230529,nocontext,LFP1_AON,6,nc,1,0.05522686233360087,4.10175914732403,5.14478935034936,5.144666025659263,0.05174770794782283,0.23241266315037526,1.2408521331163145,1.2407916509128436,0.01888294796181026,0.019913232303184376,1.3071230677715002,1.3071360657593232,0.0007228171160740917,2.6291145650267054,1.3015194463670354,1.3015778769275177,0.022421640240724218
dk5,20230529,nocontext,LFP1_AON,7,nc,1,0.05522686233360087,4.821166104101132,0.4835208487386726,5.046033513431451,0.8173132208741374,0.2878414458033563,0.12723981755900934,0.32229969824678883,0.3032378860329784,0.27048379724244614,0.001950182264996538,0.2669884767180867,0.0031158219943070633,1.5769810598613987,0.13637787786218536,1.6324696111570414,0.2972473577709279
dk5,20230529,nocontext,LFP1_AON,8,nc,1,0.05522686233360087,0.03503960535852308,0.9786516274706849,0.982183372146219,0.0324556134986867,0.004435754770131174,0.08237608098873116,0.08047405408363167,0.007893841581663027,0.001093601729805048,0.008292386397552143,0.006318194829513496,0.0010901549995577429,0.011248303919393323,0.4799290161449667,0.4793611766174573,0.014172390879026206
dk5,20230529,nocontext,LFP1_vHp,0,nc,1,0.06319777365505663,0.2825206956556417,1.8076787625107191,0.2227039269668162,0.12618025829295876,0.04801846557115184,0.5352897820931948,0.06310080786909837,0.035642523542886086,0.08338307470388413,0.3771378900714712,0.05524237081220154,0.0235619725196969,0.04488139921154489,0.3691448729494393,0.05159391038250138,0.04293580086040375
dk5,20230529,nocontext,LFP1_vHp,1,nc,1,0.06319777365505663,4.8188846130704155,0.11464010195393444,0.11694252508293915,0.18207838165719317,1.9136211221258546,0.020393891659140864,0.021483366180323225,0.021484661663342224,0.32189260852167434,0.024256366253406887,0.024061611359045335,0.03129786361412958,1.7870945755804786,0.05000271003663161,0.052058822149576814,0.035670720653503844
dk5,20230529,nocontext,LFP1_vHp,2,nc,1,0.06319777365505663,0.0994834391309011,0.11826574670045213,0.12868721417819534,2.2438439274880317,0.016669408117730215,0.025926874522216203,0.03421827253575182,0.8235284657699309,0.0219795481405988,0.03585651071804584,0.040337392221217565,0.15556160365777238,0.04005188264608736,0.03498593354089997,0.0387168287140545,0.8881679424039924
dk5,20230529,nocontext,LFP1_vHp,3,nc,1,0.06319777365505663,0.38522933433374573,0.11764770525042523,0.10459818010678733,0.09677685587229579,0.14258651043415085,0.029371854967523953,0.029307969209783714,0.029970443781885677,0.09277833626866275,0.03803188726909073,0.032742730672658656,0.022416043311668632,0.34442427640098616,0.026551135358025904,0.020319748211291067,0.025314175729450526
dk5,20230529,nocontext,LFP1_vHp,4,nc,1,0.06319777365505663,0.595881380781386,0.1302637292392434,0.09237702063736847,3.274133880475585,0.1599326477477346,0.027857010550532708,0.0316384878157134,1.0568664908674927,0.23058776739483494,0.025032823981451003,0.01871429203074675,0.5950143430043793,0.08054301341555137,0.051984446131239266,0.02678998513088426,0.6699811053924288
dk5,20230529,nocontext,LFP1_vHp,5,nc,1,0.06319777365505663,1.905662433016655,0.1249194152364893,0.6150340045744196,0.09221827184803073,0.6515643636175722,0.044747944522402515,0.23042936144658585,0.027120052027525356,0.2888449250507624,0.022039688583228852,0.053639986615555885,0.021386445929084643,0.5331673616768413,0.040397601737285,0.28857248703262395,0.026031354754090557
